,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
log_lik[43],-0.373356,0.00561457,0.211759,0.154762,-0.832646,-0.31727,-0.143572,2352.29,1296.83,0.0793851,1.00146
log_lik[44],-0.373356,0.00561457,0.211759,0.154762,-0.832646,-0.31727,-0.143572,2352.29,1296.83,0.0793851,1.00146
log_lik[45],-0.373356,0.00561457,0.211759,0.154762,-0.832646,-0.31727,-0.143572,2352.29,1296.83,0.0793851,1.00146
log_lik[46],-4.26707,0.00806711,0.529651,0.492295,-5.12826,-4.28689,-3.36755,4275.06,4424.01,0.144274,1.00074
log_lik[47],-4.25175,0.00807349,0.529944,0.493469,-5.11367,-4.27103,-3.35182,4273.63,4411.42,0.144226,1.00074
log_lik[48],-3.8116,0.00821176,0.534897,0.504132,-4.68635,-3.82732,-2.90317,4242.31,4334.94,0.143169,1.00075
log_lik[49],-3.75592,0.00822081,0.534962,0.50428,-4.63176,-3.77156,-2.8481,4239.62,4323.38,0.143078,1.00075
log_lik[50],-2.15213,0.00696101,0.424458,0.410375,-2.90917,-2.12865,-1.50906,4162.54,4384.88,0.140477,1.00078
log_lik[51],-2.2906,0.0205078,0.656873,0.53772,-3.67223,-2.11174,-1.48112,1191.74,1964.08,0.0402188,1.00261
log_lik[52],-2.01454,0.0196913,0.656843,0.622711,-3.02395,-2.09811,-0.794927,1192.68,1925.31,0.0402505,1.00265
log_lik[53],-2.01454,0.0196913,0.656843,0.622711,-3.02395,-2.09811,-0.794927,1192.68,1925.31,0.0402505,1.00265
log_lik[54],-2.01454,0.0196913,0.656843,0.622711,-3.02395,-2.09811,-0.794927,1192.68,1925.31,0.0402505,1.00265
log_lik[55],-2.01454,0.0196913,0.656843,0.622711,-3.02395,-2.09811,-0.794927,1192.68,1925.31,0.0402505,1.00265
log_lik[56],-1.27829,0.011609,0.501438,0.481543,-2.17152,-1.23734,-0.496071,1749.0,2203.97,0.0590251,1.0025
log_lik[57],-1.27829,0.011609,0.501438,0.481543,-2.17152,-1.23734,-0.496071,1749.0,2203.97,0.0590251,1.0025
log_lik[58],-1.27829,0.011609,0.501438,0.481543,-2.17152,-1.23734,-0.496071,1749.0,2203.97,0.0590251,1.0025
log_lik[59],-1.27829,0.011609,0.501438,0.481543,-2.17152,-1.23734,-0.496071,1749.0,2203.97,0.0590251,1.0025
log_lik[60],-1.27829,0.011609,0.501438,0.481543,-2.17152,-1.23734,-0.496071,1749.0,2203.97,0.0590251,1.0025
y_rep[1],-0.229217,0.00655037,0.506625,0.455366,-1.04469,-0.232676,0.596675,6155.86,4771.95,0.207748,1.00053
y_rep[2],-0.23505,0.00680553,0.511442,0.462834,-1.04198,-0.244789,0.584332,5786.37,4569.1,0.195278,1.00014
y_rep[3],-0.220827,0.00759097,0.521721,0.468374,-1.0381,-0.236434,0.62914,4942.1,4934.96,0.166786,1.00093
y_rep[4],-0.219922,0.00678056,0.504167,0.450026,-1.02431,-0.22934,0.607228,5778.12,4738.88,0.195,1.00103
y_rep[5],-0.235216,0.00683904,0.512133,0.462799,-1.04805,-0.247988,0.592845,5897.01,4924.29,0.199012,1.00069
y_rep[6],2.99178,0.00558364,0.468014,0.416403,2.26259,2.98053,3.77691,7040.47,6206.11,0.237601,0.999727
y_rep[7],2.98819,0.00573149,0.477966,0.413929,2.26148,2.9682,3.79767,7178.65,6170.45,0.242265,1.00105
y_rep[8],2.99349,0.00546462,0.465426,0.408722,2.26774,2.97832,3.76849,7286.92,6923.56,0.245918,1.00006
y_rep[9],2.99646,0.00595898,0.469913,0.418433,2.25691,2.98899,3.76245,6296.58,6448.45,0.212496,1.00031
y_rep[10],2.993,0.00569702,0.474169,0.42106,2.26736,2.97636,3.78634,7369.31,5918.98,0.248699,1.00045
y_rep[11],4.70154,0.00522067,0.457703,0.408931,3.96872,4.70083,5.44342,7664.38,7511.16,0.258657,1.00035
y_rep[12],4.69528,0.00538965,0.464239,0.416134,3.9712,4.69189,5.4586,7487.2,6923.59,0.252677,1.00038
y_rep[13],4.7061,0.00538252,0.454068,0.408806,3.97046,4.7027,5.44827,7003.26,7329.9,0.236345,1.00028
y_rep[14],4.70403,0.00537459,0.452355,0.398282,4.00574,4.69702,5.45152,7106.66,7478.9,0.239835,1.00005
y_rep[15],4.71458,0.00519067,0.455475,0.411546,3.99111,4.70367,5.45756,7829.1,6942.24,0.264216,1.00019
y_rep[16],4.17792,0.00564084,0.469631,0.425486,3.3739,4.20861,4.88792,7227.14,6766.94,0.243901,1.00003
y_rep[17],4.16925,0.0053498,0.45639,0.42005,3.38644,4.19567,4.85713,7460.29,7167.79,0.251769,1.00012
y_rep[18],4.16966,0.00527329,0.469939,0.419019,3.36572,4.19318,4.86666,7871.62,7222.48,0.265651,1.00058
y_rep[19],4.1729,0.00575055,0.469224,0.407287,3.37413,4.20872,4.87771,6897.96,6892.59,0.232792,0.999942
y_rep[20],4.17638,0.0053583,0.461221,0.416405,3.38208,4.20611,4.86756,7428.39,7146.81,0.250693,0.999973
y_rep[21],7.49775,0.00475202,0.420622,0.404021,6.8115,7.49858,8.17986,7820.44,6910.45,0.263924,1.00046
y_rep[22],7.49841,0.00502703,0.419036,0.402246,6.82546,7.49158,8.20064,6976.35,7089.45,0.235437,1.00015
y_rep[23],7.50064,0.00471559,0.421594,0.404559,6.81031,7.50073,8.19149,7981.15,7809.29,0.269347,1.00003
y_rep[24],7.49709,0.00476716,0.415471,0.396911,6.83132,7.49093,8.1797,7650.91,7058.8,0.258202,1.00005
y_rep[25],7.49912,0.00493398,0.424972,0.403955,6.81088,7.49762,8.19274,7455.06,7100.87,0.251593,0.999692
y_rep[26],7.12158,0.00473506,0.415037,0.392621,6.4231,7.12794,7.78151,7749.29,7408.8,0.261522,0.999833
y_rep[27],7.11854,0.00507554,0.411774,0.393945,6.44901,7.11721,7.77638,6580.44,7201.03,0.222076,1.00068
y_rep[28],7.11848,0.00476584,0.412488,0.396272,6.42618,7.13307,7.76654,7554.16,7267.04,0.254937,1.00037
y_rep[29],7.1139,0.00502117,0.416172,0.39341,6.40803,7.12692,7.78287,7014.24,7164.1,0.236716,0.999986
y_rep[30],7.11527,0.00494365,0.41811,0.398544,6.41242,7.12131,7.76602,7185.02,8054.89,0.242479,1.00004
y_rep[31],8.53178,0.00483857,0.413999,0.389248,7.86585,8.53324,9.21013,7355.23,6882.22,0.248224,1.00055
y_rep[32],8.52655,0.00464222,0.406883,0.390593,7.8702,8.52222,9.19889,7712.91,7008.24,0.260295,1.0007
y_rep[33],8.53633,0.00476523,0.404528,0.386693,7.87729,8.53917,9.19216,7257.19,7472.9,0.244915,1.00044
y_rep[34],8.53129,0.00475796,0.405416,0.388809,7.88315,8.53301,9.19637,7238.98,7701.27,0.244301,1.00005
y_rep[35],8.526,0.00477397,0.41128,0.392327,7.84767,8.52747,9.19496,7509.29,7235.7,0.253423,1.00023
y_rep[36],7.90265,0.00526843,0.421573,0.405268,7.22517,7.89809,8.61814,6692.61,7726.68,0.225862,1.00066
y_rep[37],7.90641,0.00470994,0.423047,0.403624,7.2304,7.90806,8.61106,8067.22,7714.38,0.272252,0.999962
y_rep[38],7.91207,0.00479709,0.420012,0.401855,7.24986,7.8962,8.62082,7704.33,7458.91,0.260005,1.00008
y_rep[39],7.90589,0.0049066,0.423985,0.401364,7.22632,7.90192,8.61563,7496.97,7915.77,0.253007,1.00067
y_rep[40],7.90813,0.00510713,0.421682,0.397766,7.24732,7.89487,8.62358,6880.73,7052.07,0.23221,1.00041
y_rep[41],-2.87242,0.0227419,1.91625,1.68733,-5.88516,-2.88874,0.165921,7198.95,7998.52,0.24295,1.00045
y_rep[42],-2.86674,0.0241039,1.94541,1.66661,-5.88914,-2.85283,0.166543,6318.51,7828.76,0.213237,1.00022
y_rep[43],-2.90392,0.0239769,1.96294,1.69375,-5.98415,-2.87175,0.129848,6452.86,7861.2,0.217771,1.00018
y_rep[44],-2.919,0.0235528,1.96439,1.65859,-6.02219,-2.92212,0.183389,6926.76,7602.86,0.233764,1.00021
y_rep[45],-2.90112,0.0256846,1.98679,1.67746,-6.00461,-2.91057,0.195045,5835.16,6919.99,0.196924,1.00043
y_rep[46],-2.00148,0.0224309,1.97955,1.69103,-5.04499,-2.01534,1.04035,7582.46,8231.17,0.255892,1.00026
y_rep[47],-2.02221,0.02223,1.97067,1.65876,-5.10256,-1.99924,0.903691,7876.39,8056.48,0.265812,0.99997
y_rep[48],-1.9998,0.0223117,1.93512,1.6446,-5.04465,-1.99933,1.02554,7472.52,7557.38,0.252182,1.00029
y_rep[49],-1.98261,0.0213653,1.90326,1.63759,-4.96004,-1.98072,1.04789,8100.14,7579.44,0.273363,0.99987
y_rep[50],-2.00619,0.0217583,1.94624,1.65797,-5.05988,-2.00982,1.01624,7998.19,7849.9,0.269922,1.00032
y_rep[51],-0.245385,0.0328251,2.01101,1.77761,-3.46426,-0.237627,2.96598,3825.17,6740.89,0.129092,1.00012
y_rep[52],-0.216305,0.0318496,2.01411,1.81919,-3.44221,-0.17541,2.95698,3830.56,6951.86,0.129274,1.0005
y_rep[53],-0.259152,0.0309127,2.03681,1.80397,-3.50906,-0.229415,2.89669,4280.72,6872.97,0.144465,1.00076
y_rep[54],-0.219081,0.0310442,2.08455,1.80419,-3.55677,-0.159139,2.99708,4325.21,6488.13,0.145967,1.00025
y_rep[55],-0.194015,0.0333109,2.04254,1.8278,-3.45103,-0.199491,2.97752,3692.16,6995.12,0.124603,1.00009
y_rep[56],-1.18112,0.0257071,1.98533,1.69769,-4.34121,-1.19642,1.99204,5937.25,7222.5,0.20037,1.00044
y_rep[57],-1.14455,0.0268134,2.02978,1.73742,-4.28595,-1.1246,2.01055,5562.09,7413.69,0.187709,1.00055
y_rep[58],-1.15335,0.0252193,1.99494,1.74339,-4.31501,-1.149,1.97155,6082.27,7303.81,0.205264,1.00011
y_rep[59],-1.22295,0.0286827,1.98535,1.74934,-4.33392,-1.18356,1.82431,4684.69,7665.03,0.158099,1.00085
y_rep[60],-1.19782,0.0284281,1.98529,1.76263,-4.35724,-1.18047,1.84157,4918.86,7322.93,0.166001,1.00035
