,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
log_lik[40],-1.35228,0.00299031,0.237402,0.181707,-1.78721,-1.33906,-0.998204,6315.31,6841.93,0.967097,1.00036
y_rep[1],2.63779,0.0134575,1.1705,1.08598,0.701521,2.64895,4.50975,7606.46,7511.01,1.16482,1.00018
y_rep[2],2.64477,0.0131704,1.14208,1.08543,0.780814,2.65705,4.51104,7574.33,7576.8,1.1599,1.00025
y_rep[3],2.63205,0.0134012,1.1673,1.11278,0.713844,2.66091,4.47632,7719.47,7767.22,1.18212,1.00011
y_rep[4],2.6233,0.0129444,1.16208,1.10901,0.702744,2.634,4.51126,8063.37,7385.59,1.23479,1.00024
y_rep[5],2.64032,0.0127676,1.14578,1.06812,0.744487,2.6631,4.50241,8068.68,7816.06,1.2356,1.00021
y_rep[6],5.27792,0.0132776,1.15703,1.0883,3.33179,5.30529,7.13024,7605.02,7342.22,1.1646,0.999891
y_rep[7],5.27187,0.0136941,1.18917,1.12195,3.23331,5.29968,7.18236,7619.07,7533.28,1.16675,1.00031
y_rep[8],5.30574,0.0132931,1.18389,1.13938,3.38542,5.30857,7.25062,7909.55,7147.03,1.21123,1.00015
y_rep[9],5.28578,0.0137644,1.17869,1.10206,3.30557,5.30968,7.1594,7402.06,7722.01,1.13352,1.00048
y_rep[10],5.26264,0.0135167,1.16972,1.12288,3.30651,5.30878,7.10582,7521.47,7343.01,1.1518,1.00007
y_rep[11],6.58798,0.012752,1.14585,1.08814,4.73561,6.58211,8.46484,8062.21,7898.33,1.23461,1.00044
y_rep[12],6.5845,0.0129832,1.16833,1.10477,4.72867,6.54782,8.56843,8097.14,7712.09,1.23996,0.999877
y_rep[13],6.58939,0.0131554,1.1531,1.09392,4.73885,6.56849,8.51032,7708.41,7436.95,1.18043,0.999936
y_rep[14],6.56458,0.0135288,1.16587,1.11554,4.67895,6.54668,8.46606,7484.73,7564.08,1.14618,1.00009
y_rep[15],6.57713,0.0130991,1.15853,1.10345,4.69349,6.55684,8.4745,7841.56,7536.18,1.20082,0.99986
y_rep[16],6.09739,0.0126636,1.14252,1.07138,4.25065,6.09368,7.98176,8206.38,7849.35,1.25669,1.00014
y_rep[17],6.10462,0.0131625,1.15294,1.07862,4.23939,6.08878,8.01528,7633.09,7523.96,1.1689,1.00001
y_rep[18],6.11158,0.0127045,1.15008,1.10252,4.26857,6.1121,8.00233,8212.79,6962.63,1.25767,1.00021
y_rep[19],6.11477,0.0130534,1.15415,1.07782,4.21923,6.11323,7.98187,7861.48,7589.34,1.20387,1.00044
y_rep[20],6.09612,0.0128374,1.14111,1.07755,4.23836,6.09689,8.01474,7948.77,7633.54,1.21724,1.00013
y_rep[21],-2.54597,0.0199491,1.70241,1.39435,-5.24027,-2.53434,0.111062,7738.51,7854.49,1.18504,1.00006
y_rep[22],-2.53239,0.0191381,1.68696,1.42228,-5.26198,-2.53617,0.188851,7830.35,7681.73,1.1991,1.00016
y_rep[23],-2.53619,0.0196171,1.70283,1.40469,-5.18268,-2.55296,0.105019,7512.69,8230.12,1.15046,1.0008
y_rep[24],-2.56979,0.019528,1.71058,1.41764,-5.25638,-2.54646,0.0752846,7661.28,7805.64,1.17321,1.00056
y_rep[25],-2.50823,0.0193036,1.71552,1.43494,-5.19871,-2.51369,0.163935,7876.74,7519.98,1.20621,1.00007
y_rep[26],-0.573031,0.0198239,1.76812,1.53644,-3.30133,-0.576423,2.19983,8018.95,7807.41,1.22798,1.00053
y_rep[27],-0.601112,0.0197592,1.76141,1.52155,-3.32872,-0.596306,2.18823,7944.35,7797.69,1.21656,1.00012
y_rep[28],-0.583317,0.0193208,1.72145,1.43281,-3.23322,-0.595735,2.15314,8002.32,7916.18,1.22544,1.00033
y_rep[29],-0.602899,0.0191689,1.7404,1.47949,-3.30323,-0.597138,2.14139,8329.51,7617.25,1.27554,0.999966
y_rep[30],-0.611563,0.0203222,1.806,1.48368,-3.36746,-0.630478,2.11834,7901.78,7517.08,1.21004,0.999949
y_rep[31],1.40157,0.0194903,1.7164,1.44438,-1.27106,1.40339,4.08614,7781.51,7322.06,1.19162,1.00006
y_rep[32],1.36984,0.0184042,1.67379,1.39588,-1.29072,1.37026,4.02335,8348.86,8000.26,1.27851,0.999933
y_rep[33],1.38862,0.0194981,1.71143,1.43178,-1.3423,1.40125,4.02839,7724.37,8127.04,1.18287,1.00008
y_rep[34],1.33719,0.0185891,1.68616,1.43127,-1.38436,1.35019,4.03655,8308.57,7847.62,1.27234,0.999589
y_rep[35],1.36154,0.0194784,1.71014,1.42219,-1.34762,1.38389,4.02305,7808.86,7875.25,1.19581,1.00014
y_rep[36],1.0216,0.0188486,1.6879,1.43607,-1.67124,1.0333,3.73048,8096.53,7960.35,1.23987,1.00009
y_rep[37],0.983765,0.0191813,1.75006,1.47049,-1.68934,0.961414,3.69564,8321.3,7450.71,1.27429,0.999972
y_rep[38],0.970234,0.0200378,1.75687,1.4413,-1.77035,0.976077,3.71143,7745.94,7767.76,1.18618,0.999962
y_rep[39],0.959596,0.0193852,1.70912,1.44979,-1.71003,0.988998,3.63856,7910.84,7871.59,1.21143,0.99998
y_rep[40],0.973042,0.0191542,1.69626,1.42738,-1.66154,0.981988,3.61459,7704.97,7826.9,1.1799,1.00038
