,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
y_rep[42],-2.6241,0.0200077,1.68692,1.41695,-5.29456,-2.61916,0.0997371,7068.37,7924.22,0.488594,1.00012
y_rep[43],-2.63514,0.0193839,1.7393,1.39808,-5.37715,-2.61806,0.099955,8049.91,8054.42,0.556442,1.00004
y_rep[44],-2.64493,0.0192679,1.71213,1.40574,-5.34111,-2.63392,0.0768064,7949.13,7518.18,0.549475,1.0004
y_rep[45],-2.65108,0.0195424,1.73575,1.45102,-5.35714,-2.63886,0.0561538,7913.27,7588.37,0.546996,1.00017
y_rep[46],-0.849475,0.0190167,1.7289,1.42237,-3.54329,-0.825672,1.80267,8324.34,7445.31,0.575411,0.999962
y_rep[47],-0.865908,0.0193796,1.69705,1.43555,-3.56856,-0.858931,1.7656,7810.24,7848.25,0.539875,1.00015
y_rep[48],-0.837194,0.0188787,1.69207,1.41231,-3.49968,-0.858259,1.82526,8018.45,7736.27,0.554267,1.00019
y_rep[49],-0.867112,0.0192258,1.70257,1.41743,-3.4999,-0.849196,1.74949,7862.31,7913.81,0.543474,0.999933
y_rep[50],-0.881114,0.0195329,1.73638,1.45366,-3.59743,-0.873785,1.81018,7919.03,7652.34,0.547395,1.00007
y_rep[51],1.12486,0.0195705,1.71212,1.44881,-1.60692,1.14593,3.72738,7667.94,8056.22,0.530039,1.00016
y_rep[52],1.10304,0.0194558,1.69271,1.46361,-1.57624,1.09523,3.74741,7545.49,7887.64,0.521574,0.999886
y_rep[53],1.0926,0.0192606,1.70306,1.41935,-1.60553,1.10566,3.762,7855.16,7770.25,0.54298,1.00027
y_rep[54],1.11388,0.0186038,1.67342,1.42348,-1.53557,1.12781,3.7531,8148.12,7904.36,0.56323,1.00027
y_rep[55],1.1243,0.0189379,1.71883,1.40441,-1.49538,1.1193,3.77738,8285.59,7931.29,0.572733,1.00022
y_rep[56],1.17028,0.0195497,1.72834,1.4523,-1.61793,1.17845,3.76284,7839.7,7642.74,0.541911,1.00032
y_rep[57],1.20397,0.0194889,1.75781,1.4365,-1.59912,1.22604,3.9678,8267.62,7872.27,0.571491,1.00048
y_rep[58],1.17086,0.019172,1.74188,1.40017,-1.54416,1.19807,3.79429,8335.79,8037.23,0.576203,1.00057
y_rep[59],1.19255,0.0202136,1.75702,1.44005,-1.52352,1.18924,3.9217,7672.92,7805.73,0.530383,0.999994
y_rep[60],1.17153,0.0191534,1.70908,1.44369,-1.5252,1.1726,3.88077,7947.87,7855.72,0.549389,0.999881
